,date_performed,bioassay_performed,biological_rep_number,technical_rep_number,performed_by,kd_scored_by,Mort_ScoredBy,X48hr_scored_by,X72hr_scored_by,mosquito_wet_weights_g,mosquito_dry_weights_g,mosquito_wing_lengths,start_exposure_temperature_c,start_exposure_humidity_percentage,end_exposure_temperature_c,end_exposure_humidity_percentage,X24_hour_temperature_c,Mort_Humid_Perc,X48_hour_temperature_c,X48_hour_humidity_percentage,X72_hour_temperature_c,X72_hour_humidity_percentage,colony,insecticide,concentration_percentage,concentration_mgm2,concentration_ugbottle,Knockdown_60min,Mortality_24hr,X48_hour_dead,X72_hour_dead,total_mosquitoes,data_input_checked,bioassay_notes,RawMortProp,StartHumidProp,EndHumidProp,MortHumidProp,HumidDelta,Alive,Year,bottles_coated_by
88,08/02/2022,cdc bottle,1,6,gpr,jag,jag,NA,NA,0.023,0.00043,NA,26.2,78.8,26.4,78.3,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,7,2,NA,NA,25,NA,NA,0.08,0.788,0.783,0.792,0.5,23,2022,Not Assessed
89,08/02/2022,cdc bottle,1,7,gpr,jag,jag,NA,NA,0.023,0.00043,NA,26.2,78.8,26.4,78.3,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,8,4,NA,NA,29,NA,NA,0.137931034,0.788,0.783,0.792,0.5,25,2022,Not Assessed
90,08/02/2022,cdc bottle,1,8,gpr,jag,jag,NA,NA,0.023,0.00043,NA,26.2,78.8,26.4,78.3,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,8,5,NA,NA,29,NA,NA,0.172413793,0.788,0.783,0.792,0.5,24,2022,Not Assessed
91,08/02/2022,cdc bottle,1,1,jag,jag,jag,NA,NA,0.0196,0.000415,2.9858,26.2,78.8,26.4,78.3,26,79.2,NA,NA,NA,NA,kisumu,acetone,NA,NA,negative,6,14,NA,NA,31,NA,mosquitoes crushed during transfer to cup. Caught in the netting of the take off tube JAG,0.451612903,0.788,0.783,0.792,0.5,17,2022,Not Assessed
92,08/02/2022,cdc bottle,1,2,jag,jag,jag,NA,NA,0.0196,0.000415,2.9858,26.2,78.8,26.4,78.3,26,79.2,NA,NA,NA,NA,kisumu,acetone,NA,NA,negative,0,0,NA,NA,25,NA,NA,0,0.788,0.783,0.792,0.5,25,2022,Not Assessed
93,08/02/2022,cdc bottle,1,1,jag,jag,jag,NA,NA,0.0196,0.000415,2.9858,26.2,78.8,26.4,78.3,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,27,24,NA,NA,27,NA,NA,0.888888889,0.788,0.783,0.792,0.5,3,2022,Not Assessed
94,08/02/2022,cdc bottle,1,2,jag,jag,jag,NA,NA,0.0196,0.000415,2.9858,26.2,78.8,26.4,78.3,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,28,18,NA,NA,28,NA,NA,0.642857143,0.788,0.783,0.792,0.5,10,2022,Not Assessed
95,08/02/2022,cdc bottle,1,3,jag,jag,jag,NA,NA,0.0196,0.000415,2.9858,26.2,78.8,26.4,78.3,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,31,30,NA,NA,31,NA,NA,0.967741935,0.788,0.783,0.792,0.5,1,2022,Not Assessed
96,08/02/2022,cdc bottle,1,4,jag,jag,jag,NA,NA,0.0196,0.000415,2.9858,26.2,78.8,26.4,78.3,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,29,23,NA,NA,29,NA,NA,0.793103448,0.788,0.783,0.792,0.5,6,2022,Not Assessed
97,08/02/2022,cdc bottle,1,5,jag,jag,jag,NA,NA,0.0196,0.000415,2.9858,26.2,78.8,26.4,78.3,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,28,24,NA,NA,28,NA,NA,0.857142857,0.788,0.783,0.792,0.5,4,2022,Not Assessed
98,08/02/2022,cdc bottle,1,6,jag,jag,jag,NA,NA,0.0196,0.000415,2.9858,26.2,78.8,26.4,78.3,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,24,15,NA,NA,24,NA,NA,0.625,0.788,0.783,0.792,0.5,9,2022,Not Assessed
99,08/02/2022,cdc bottle,1,7,jag,jag,jag,NA,NA,0.0196,0.000415,2.9858,26.2,78.8,26.4,78.3,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,24,19,NA,NA,24,NA,NA,0.791666667,0.788,0.783,0.792,0.5,5,2022,Not Assessed
100,08/02/2022,cdc bottle,1,1,jag,gpr,gpr,NA,NA,0.0196,0.000415,2.9858,26.2,78.8,26.4,78.3,26,79.2,NA,NA,NA,NA,kisumu,acetone,NA,NA,negative,8,18,NA,NA,31,NA,mosquitoes crushed during transfer to cup. Caught in the netting of the take off tube JAG,0.580645161,0.788,0.783,0.792,0.5,13,2022,Not Assessed
101,08/02/2022,cdc bottle,1,2,jag,gpr,gpr,NA,NA,0.0196,0.000415,2.9858,26.2,78.8,26.4,78.3,26,79.2,NA,NA,NA,NA,kisumu,acetone,NA,NA,negative,1,0,NA,NA,25,NA,NA,0,0.788,0.783,0.792,0.5,25,2022,Not Assessed
102,08/02/2022,cdc bottle,1,1,jag,gpr,gpr,NA,NA,0.0196,0.000415,2.9858,26.2,78.8,26.4,78.3,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,27,27,NA,NA,27,NA,NA,1,0.788,0.783,0.792,0.5,0,2022,Not Assessed
103,08/02/2022,cdc bottle,1,2,jag,gpr,gpr,NA,NA,0.0196,0.000415,2.9858,26.2,78.8,26.4,78.3,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,28,21,NA,NA,28,NA,NA,0.75,0.788,0.783,0.792,0.5,7,2022,Not Assessed
104,08/02/2022,cdc bottle,1,3,jag,gpr,gpr,NA,NA,0.0196,0.000415,2.9858,26.2,78.8,26.4,78.3,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,31,31,NA,NA,31,NA,NA,1,0.788,0.783,0.792,0.5,0,2022,Not Assessed
105,08/02/2022,cdc bottle,1,4,jag,gpr,gpr,NA,NA,0.0196,0.000415,2.9858,26.2,78.8,26.4,78.3,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,29,29,NA,NA,29,NA,NA,1,0.788,0.783,0.792,0.5,0,2022,Not Assessed
106,08/02/2022,cdc bottle,1,5,jag,gpr,gpr,NA,NA,0.0196,0.000415,2.9858,26.2,78.8,26.4,78.3,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,28,28,NA,NA,28,NA,NA,1,0.788,0.783,0.792,0.5,0,2022,Not Assessed
107,08/02/2022,cdc bottle,1,6,jag,gpr,gpr,NA,NA,0.0196,0.000415,2.9858,26.2,78.8,26.4,78.3,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,24,18,NA,NA,24,NA,NA,0.75,0.788,0.783,0.792,0.5,6,2022,Not Assessed
108,08/02/2022,cdc bottle,1,7,jag,gpr,gpr,NA,NA,0.0196,0.000415,2.9858,26.2,78.8,26.4,78.3,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,24,22,NA,NA,24,NA,NA,0.916666667,0.788,0.783,0.792,0.5,2,2022,Not Assessed
109,17/02/2022,cdc bottle,2,1,gpr,gpr,gpr,NA,NA,0.0232,0.00051,2.9113,26.9,77.9,26.8,78.5,26,79.2,NA,NA,NA,NA,kisumu,acetone,NA,NA,negative,4,5,NA,NA,27,NA,NA,0.185185185,0.779,0.785,0.792,0.6,22,2022,Not Assessed
110,17/02/2022,cdc bottle,2,2,gpr,gpr,gpr,NA,NA,0.0232,0.00051,2.9113,26.9,77.9,26.8,78.5,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,negative,1,2,NA,NA,25,NA,NA,0.08,0.779,0.785,0.792,0.6,23,2022,Not Assessed
111,17/02/2022,cdc bottle,2,1,gpr,gpr,gpr,NA,NA,0.0232,0.00051,2.9113,26.9,77.9,26.8,78.5,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,25,17,NA,NA,25,NA,NA,0.68,0.779,0.785,0.792,0.6,8,2022,Not Assessed
112,17/02/2022,cdc bottle,2,2,gpr,gpr,gpr,NA,NA,0.0232,0.00051,2.9113,26.9,77.9,26.8,78.5,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,28,22,NA,NA,28,NA,NA,0.785714286,0.779,0.785,0.792,0.6,6,2022,Not Assessed
113,17/02/2022,cdc bottle,2,3,gpr,gpr,gpr,NA,NA,0.0232,0.00051,2.9113,26.9,77.9,26.8,78.5,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,32,27,NA,NA,32,NA,NA,0.84375,0.779,0.785,0.792,0.6,5,2022,Not Assessed
114,17/02/2022,cdc bottle,2,4,gpr,gpr,gpr,NA,NA,0.0232,0.00051,2.9113,26.9,77.9,26.8,78.5,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,30,21,NA,NA,30,NA,NA,0.7,0.779,0.785,0.792,0.6,9,2022,Not Assessed
115,17/02/2022,cdc bottle,2,5,gpr,gpr,gpr,NA,NA,0.0232,0.00051,2.9113,26.9,77.9,26.8,78.5,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,25,21,NA,NA,25,NA,NA,0.84,0.779,0.785,0.792,0.6,4,2022,Not Assessed
116,17/02/2022,cdc bottle,2,6,gpr,gpr,gpr,NA,NA,0.0232,0.00051,2.9113,26.9,77.9,26.8,78.5,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,24,19,NA,NA,24,NA,NA,0.791666667,0.779,0.785,0.792,0.6,5,2022,Not Assessed
117,17/02/2022,cdc bottle,2,7,gpr,gpr,gpr,NA,NA,0.0232,0.00051,2.9113,26.9,77.9,26.8,78.5,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,16,11,NA,NA,24,NA,NA,0.458333333,0.779,0.785,0.792,0.6,13,2022,Not Assessed
118,17/02/2022,cdc bottle,2,1,gpr,jag,jag,NA,NA,0.0232,0.00051,2.9113,26.9,77.9,26.8,78.5,26,79.2,NA,NA,NA,NA,kisumu,acetone,NA,NA,negative,5,5,NA,NA,27,NA,NA,0.185185185,0.779,0.785,0.792,0.6,22,2022,Not Assessed
119,17/02/2022,cdc bottle,2,2,gpr,jag,jag,NA,NA,0.0232,0.00051,2.9113,26.9,77.9,26.8,78.5,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,negative,2,3,NA,NA,25,NA,NA,0.12,0.779,0.785,0.792,0.6,22,2022,Not Assessed
120,17/02/2022,cdc bottle,2,1,gpr,jag,jag,NA,NA,0.0232,0.00051,2.9113,26.9,77.9,26.8,78.5,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,25,16,NA,NA,25,NA,NA,0.64,0.779,0.785,0.792,0.6,9,2022,Not Assessed
121,17/02/2022,cdc bottle,2,2,gpr,jag,jag,NA,NA,0.0232,0.00051,2.9113,26.9,77.9,26.8,78.5,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,28,25,NA,NA,28,NA,NA,0.892857143,0.779,0.785,0.792,0.6,3,2022,Not Assessed
122,17/02/2022,cdc bottle,2,3,gpr,jag,jag,NA,NA,0.0232,0.00051,2.9113,26.9,77.9,26.8,78.5,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,32,25,NA,NA,32,NA,NA,0.78125,0.779,0.785,0.792,0.6,7,2022,Not Assessed
123,17/02/2022,cdc bottle,2,4,gpr,jag,jag,NA,NA,0.0232,0.00051,2.9113,26.9,77.9,26.8,78.5,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,30,22,NA,NA,30,NA,NA,0.733333333,0.779,0.785,0.792,0.6,8,2022,Not Assessed
124,17/02/2022,cdc bottle,2,5,gpr,jag,jag,NA,NA,0.0232,0.00051,2.9113,26.9,77.9,26.8,78.5,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,25,21,NA,NA,25,NA,NA,0.84,0.779,0.785,0.792,0.6,4,2022,Not Assessed
125,17/02/2022,cdc bottle,2,6,gpr,jag,jag,NA,NA,0.0232,0.00051,2.9113,26.9,77.9,26.8,78.5,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,24,19,NA,NA,24,NA,NA,0.791666667,0.779,0.785,0.792,0.6,5,2022,Not Assessed
126,17/02/2022,cdc bottle,2,7,gpr,jag,jag,NA,NA,0.0232,0.00051,2.9113,26.9,77.9,26.8,78.5,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,16,11,NA,NA,24,NA,NA,0.458333333,0.779,0.785,0.792,0.6,13,2022,Not Assessed
127,17/02/2022,cdc bottle,2,1,jag,jag,jag,NA,NA,0.0183,0.00046,3.003,26.9,77.9,26.8,78.5,26,79.2,NA,NA,NA,NA,kisumu,acetone,NA,NA,negative,5,8,NA,NA,26,NA,NA,0.307692308,0.779,0.785,0.792,0.6,18,2022,Not Assessed
128,17/02/2022,cdc bottle,2,2,jag,jag,jag,NA,NA,0.0183,0.00046,3.003,26.9,77.9,26.8,78.5,26,79.2,NA,NA,NA,NA,kisumu,acetone,NA,NA,negative,8,12,NA,NA,20,NA,NA,0.6,0.779,0.785,0.792,0.6,8,2022,Not Assessed
129,17/02/2022,cdc bottle,2,1,jag,jag,jag,NA,NA,0.0183,0.00046,3.003,26.9,77.9,26.8,78.5,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,16,14,NA,NA,20,NA,NA,0.7,0.779,0.785,0.792,0.6,6,2022,Not Assessed
130,17/02/2022,cdc bottle,2,2,jag,jag,jag,NA,NA,0.0183,0.00046,3.003,26.9,77.9,26.8,78.5,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,6,9,NA,NA,26,NA,NA,0.346153846,0.779,0.785,0.792,0.6,17,2022,Not Assessed
131,17/02/2022,cdc bottle,2,3,jag,jag,jag,NA,NA,0.0183,0.00046,3.003,26.9,77.9,26.8,78.5,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,9,7,NA,NA,22,NA,NA,0.318181818,0.779,0.785,0.792,0.6,15,2022,Not Assessed
132,17/02/2022,cdc bottle,2,4,jag,jag,jag,NA,NA,0.0183,0.00046,3.003,26.9,77.9,26.8,78.5,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,9,11,NA,NA,19,NA,NA,0.578947368,0.779,0.785,0.792,0.6,8,2022,Not Assessed
133,17/02/2022,cdc bottle,2,5,jag,jag,jag,NA,NA,0.0183,0.00046,3.003,26.9,77.9,26.8,78.5,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,16,10,NA,NA,22,NA,NA,0.454545455,0.779,0.785,0.792,0.6,12,2022,Not Assessed
134,17/02/2022,cdc bottle,2,6,jag,jag,jag,NA,NA,0.0183,0.00046,3.003,26.9,77.9,26.8,78.5,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,9,12,NA,NA,26,NA,NA,0.461538462,0.779,0.785,0.792,0.6,14,2022,Not Assessed
135,17/02/2022,cdc bottle,2,7,jag,jag,jag,NA,NA,0.0183,0.00046,3.003,26.9,77.9,26.8,78.5,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,4,4,NA,NA,22,NA,NA,0.181818182,0.779,0.785,0.792,0.6,18,2022,Not Assessed
136,17/02/2022,cdc bottle,2,1,jag,gpr,gpr,NA,NA,0.0183,0.00046,3.003,26.9,77.9,26.8,78.5,26,79.2,NA,NA,NA,NA,kisumu,acetone,NA,NA,negative,5,8,NA,NA,26,NA,NA,0.307692308,0.779,0.785,0.792,0.6,18,2022,Not Assessed
137,17/02/2022,cdc bottle,2,2,jag,gpr,gpr,NA,NA,0.0183,0.00046,3.003,26.9,77.9,26.8,78.5,26,79.2,NA,NA,NA,NA,kisumu,acetone,NA,NA,negative,11,12,NA,NA,20,NA,NA,0.6,0.779,0.785,0.792,0.6,8,2022,Not Assessed
138,17/02/2022,cdc bottle,2,1,jag,gpr,gpr,NA,NA,0.0183,0.00046,3.003,26.9,77.9,26.8,78.5,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,11,13,NA,NA,20,NA,NA,0.65,0.779,0.785,0.792,0.6,7,2022,Not Assessed
139,17/02/2022,cdc bottle,2,2,jag,gpr,gpr,NA,NA,0.0183,0.00046,3.003,26.9,77.9,26.8,78.5,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,12,9,NA,NA,26,NA,NA,0.346153846,0.779,0.785,0.792,0.6,17,2022,Not Assessed
140,17/02/2022,cdc bottle,2,3,jag,gpr,gpr,NA,NA,0.0183,0.00046,3.003,26.9,77.9,26.8,78.5,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,7,7,NA,NA,22,NA,NA,0.318181818,0.779,0.785,0.792,0.6,15,2022,Not Assessed
141,17/02/2022,cdc bottle,2,4,jag,gpr,gpr,NA,NA,0.0183,0.00046,3.003,26.9,77.9,26.8,78.5,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,9,11,NA,NA,19,NA,NA,0.578947368,0.779,0.785,0.792,0.6,8,2022,Not Assessed
142,17/02/2022,cdc bottle,2,5,jag,gpr,gpr,NA,NA,0.0183,0.00046,3.003,26.9,77.9,26.8,78.5,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,14,16,NA,NA,22,NA,NA,0.727272727,0.779,0.785,0.792,0.6,6,2022,Not Assessed
143,17/02/2022,cdc bottle,2,6,jag,gpr,gpr,NA,NA,0.0183,0.00046,3.003,26.9,77.9,26.8,78.5,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,13,13,NA,NA,26,NA,NA,0.5,0.779,0.785,0.792,0.6,13,2022,Not Assessed
144,17/02/2022,cdc bottle,2,7,jag,gpr,gpr,NA,NA,0.0183,0.00046,3.003,26.9,77.9,26.8,78.5,26,79.2,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,4,6,NA,NA,22,NA,NA,0.272727273,0.779,0.785,0.792,0.6,16,2022,Not Assessed
145,02/03/2022,cdc bottle,3,1,jag,jag,jag,NA,NA,0.0278,0.000455,3.008,26.3,77.5,26.4,77.9,26.2,78.9,NA,NA,NA,NA,kisumu,acetone,NA,NA,negative,4,5,NA,NA,23,NA,NA,0.217391304,0.775,0.779,0.789,0.4,18,2022,Not Assessed
146,02/03/2022,cdc bottle,3,2,jag,jag,jag,NA,NA,0.0278,0.000455,3.008,26.3,77.5,26.4,77.9,26.2,78.9,NA,NA,NA,NA,kisumu,acetone,NA,NA,negative,3,5,NA,NA,21,NA,NA,0.238095238,0.775,0.779,0.789,0.4,16,2022,Not Assessed
147,02/03/2022,cdc bottle,3,1,jag,jag,jag,NA,NA,0.0278,0.000455,3.008,26.3,77.5,26.4,77.9,26.2,78.9,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,26,25,NA,NA,26,NA,NA,0.961538462,0.775,0.779,0.789,0.4,1,2022,Not Assessed
148,02/03/2022,cdc bottle,3,2,jag,jag,jag,NA,NA,0.0278,0.000455,3.008,26.3,77.5,26.4,77.9,26.2,78.9,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,22,19,NA,NA,22,NA,NA,0.863636364,0.775,0.779,0.789,0.4,3,2022,Not Assessed
149,02/03/2022,cdc bottle,3,3,jag,jag,jag,NA,NA,0.0278,0.000455,3.008,26.3,77.5,26.4,77.9,26.2,78.9,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,27,18,NA,NA,27,NA,NA,0.666666667,0.775,0.779,0.789,0.4,9,2022,Not Assessed
150,02/03/2022,cdc bottle,3,4,jag,jag,jag,NA,NA,0.0278,0.000455,3.008,26.3,77.5,26.4,77.9,26.2,78.9,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,17,17,NA,NA,17,NA,NA,1,0.775,0.779,0.789,0.4,0,2022,Not Assessed
151,02/03/2022,cdc bottle,3,5,jag,jag,jag,NA,NA,0.0278,0.000455,3.008,26.3,77.5,26.4,77.9,26.2,78.9,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,18,13,NA,NA,18,NA,NA,0.722222222,0.775,0.779,0.789,0.4,5,2022,Not Assessed
152,02/03/2022,cdc bottle,3,6,jag,jag,jag,NA,NA,0.0278,0.000455,3.008,26.3,77.5,26.4,77.9,26.2,78.9,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,26,20,NA,NA,26,NA,NA,0.769230769,0.775,0.779,0.789,0.4,6,2022,Not Assessed
153,02/03/2022,cdc bottle,3,7,jag,jag,jag,NA,NA,0.0278,0.000455,3.008,26.3,77.5,26.4,77.9,26.2,78.9,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,23,15,NA,NA,23,NA,NA,0.652173913,0.775,0.779,0.789,0.4,8,2022,Not Assessed
154,02/03/2022,cdc bottle,3,1,jag,gpr,gpr,NA,NA,0.0278,0.000455,3.008,26.3,77.5,26.4,77.9,26.2,78.9,NA,NA,NA,NA,kisumu,acetone,NA,NA,negative,4,5,NA,NA,23,NA,NA,0.217391304,0.775,0.779,0.789,0.4,18,2022,Not Assessed
155,02/03/2022,cdc bottle,3,2,jag,gpr,gpr,NA,NA,0.0278,0.000455,3.008,26.3,77.5,26.4,77.9,26.2,78.9,NA,NA,NA,NA,kisumu,acetone,NA,NA,negative,4,5,NA,NA,21,NA,NA,0.238095238,0.775,0.779,0.789,0.4,16,2022,Not Assessed
156,02/03/2022,cdc bottle,3,1,jag,gpr,gpr,NA,NA,0.0278,0.000455,3.008,26.3,77.5,26.4,77.9,26.2,78.9,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,26,25,NA,NA,26,NA,NA,0.961538462,0.775,0.779,0.789,0.4,1,2022,Not Assessed
157,02/03/2022,cdc bottle,3,2,jag,gpr,gpr,NA,NA,0.0278,0.000455,3.008,26.3,77.5,26.4,77.9,26.2,78.9,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,22,19,NA,NA,22,NA,NA,0.863636364,0.775,0.779,0.789,0.4,3,2022,Not Assessed
158,02/03/2022,cdc bottle,3,3,jag,gpr,gpr,NA,NA,0.0278,0.000455,3.008,26.3,77.5,26.4,77.9,26.2,78.9,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,26,20,NA,NA,27,NA,NA,0.740740741,0.775,0.779,0.789,0.4,7,2022,Not Assessed
159,02/03/2022,cdc bottle,3,4,jag,gpr,gpr,NA,NA,0.0278,0.000455,3.008,26.3,77.5,26.4,77.9,26.2,78.9,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,17,17,NA,NA,17,NA,NA,1,0.775,0.779,0.789,0.4,0,2022,Not Assessed
160,02/03/2022,cdc bottle,3,5,jag,gpr,gpr,NA,NA,0.0278,0.000455,3.008,26.3,77.5,26.4,77.9,26.2,78.9,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,17,14,NA,NA,18,NA,NA,0.777777778,0.775,0.779,0.789,0.4,4,2022,Not Assessed
161,02/03/2022,cdc bottle,3,6,jag,gpr,gpr,NA,NA,0.0278,0.000455,3.008,26.3,77.5,26.4,77.9,26.2,78.9,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,26,19,NA,NA,26,NA,NA,0.730769231,0.775,0.779,0.789,0.4,7,2022,Not Assessed
162,02/03/2022,cdc bottle,3,7,jag,gpr,gpr,NA,NA,0.0278,0.000455,3.008,26.3,77.5,26.4,77.9,26.2,78.9,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,22,14,NA,NA,23,NA,NA,0.608695652,0.775,0.779,0.789,0.4,9,2022,Not Assessed
163,02/03/2022,cdc bottle,3,1,gpr,gpr,gpr,NA,NA,0.0261,0.00041,2.776,26.3,77.5,26.4,77.9,26.2,78.9,NA,NA,NA,NA,kisumu,acetone,NA,NA,negative,0,2,NA,NA,30,NA,NA,0.066666667,0.775,0.779,0.789,0.4,28,2022,Not Assessed
164,02/03/2022,cdc bottle,3,2,gpr,gpr,gpr,NA,NA,0.0261,0.00041,2.776,26.3,77.5,26.4,77.9,26.2,78.9,NA,NA,NA,NA,kisumu,acetone,NA,NA,negative,0,0,NA,NA,28,NA,NA,0,0.775,0.779,0.789,0.4,28,2022,Not Assessed
165,02/03/2022,cdc bottle,3,1,gpr,gpr,gpr,NA,NA,0.0261,0.00041,2.776,26.3,77.5,26.4,77.9,26.2,78.9,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,34,32,NA,NA,34,NA,NA,0.941176471,0.775,0.779,0.789,0.4,2,2022,Not Assessed
166,02/03/2022,cdc bottle,3,2,gpr,gpr,gpr,NA,NA,0.0261,0.00041,2.776,26.3,77.5,26.4,77.9,26.2,78.9,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,34,31,NA,NA,34,NA,NA,0.911764706,0.775,0.779,0.789,0.4,3,2022,Not Assessed
167,02/03/2022,cdc bottle,3,3,gpr,gpr,gpr,NA,NA,0.0261,0.00041,2.776,26.3,77.5,26.4,77.9,26.2,78.9,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,37,26,NA,NA,38,NA,NA,0.684210526,0.775,0.779,0.789,0.4,12,2022,Not Assessed
168,02/03/2022,cdc bottle,3,4,gpr,gpr,gpr,NA,NA,0.0261,0.00041,2.776,26.3,77.5,26.4,77.9,26.2,78.9,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,33,30,NA,NA,33,NA,NA,0.909090909,0.775,0.779,0.789,0.4,3,2022,Not Assessed
169,02/03/2022,cdc bottle,3,5,gpr,gpr,gpr,NA,NA,0.0261,0.00041,2.776,26.3,77.5,26.4,77.9,26.2,78.9,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,38,34,NA,NA,38,NA,NA,0.894736842,0.775,0.779,0.789,0.4,4,2022,Not Assessed
170,02/03/2022,cdc bottle,3,6,gpr,gpr,gpr,NA,NA,0.0261,0.00041,2.776,26.3,77.5,26.4,77.9,26.2,78.9,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,24,20,NA,NA,25,NA,NA,0.8,0.775,0.779,0.789,0.4,5,2022,Not Assessed
171,02/03/2022,cdc bottle,3,7,gpr,gpr,gpr,NA,NA,0.0261,0.00041,2.776,26.3,77.5,26.4,77.9,26.2,78.9,NA,NA,NA,NA,kisumu,permethrin,NA,NA,0.48,34,20,NA,NA,35,NA,NA,0.571428571,0.775,0.779,0.789,0.4,15,2022,Not Assessed
172,02/03/2022,cdc bottle,3,1,gpr,jag,jag,NA,NA,0.0261,0.00041,2.776,26.3,77.5,26.4,77.9,26.2,78.9,NA,NA,NA,NA,kisumu,acetone,NA,NA,negative,1,2,NA,NA,30,NA,NA,0.066666667,0.775,0.779,0.789,0.4,28,2022,Not Assessed
173,02/03/2022,cdc bottle,3,2,gpr,jag,jag,NA,NA,0.0261,0.00041,2.776,26.3,77.5,26.4,77.9,26.2,78.9,NA,NA,NA,NA,kisumu,acetone,NA,NA,negative,0,0,NA,NA,28,NA,NA,0,0.775,0.779,0.789,0.4,28,2022,Not Assessed
